survey,grid,common_name,life_phase,total_length,transit
32,79,Mahogany Snapper,A,23,NA
32,79,Ocean Surgeonfish,A,19,NA
32,79,Redtail Parrotfish,I,19,NA
32,79,Stoplight Parrotfish,I,16,NA
32,79,Stoplight Parrotfish,I,19,NA
32,80,Blue Tang,A,16,NA
32,80,Bluestriped Grunt,A,27,NA
32,80,Bluestriped Grunt,A,24,NA
32,80,French Grunt,A,15,NA
32,80,French Grunt,A,16,NA
32,80,French Grunt,A,17,NA
32,80,Mahogany Snapper,A,33,NA
32,80,Schoolmaster,A,31,NA
32,80,Spanish Grunt,A,26,NA
32,80,Squirrelfish,A,21,NA
32,85,Blue Tang,A,19,NA
32,85,Blue Tang,A,22,NA
32,85,Bluestriped Grunt,A,21,NA
32,85,French Grunt,A,15,NA
32,85,French Grunt,A,16,NA
32,85,French Grunt,A,16,NA
32,85,Mahogany Snapper,A,20,NA
32,85,Mahogany Snapper,A,24,NA
32,85,Redband Parrotfish,I,20,NA
32,85,Redband Parrotfish,I,19,NA
32,85,Schoolmaster,A,20,NA
32,85,Stoplight Parrotfish,I,21,NA
32,85,White Grunt,A,22,NA
32,85,Yellowtail Snapper,A,17,NA
32,85,Yellowtail Snapper,A,17,NA
32,85,Yellowtail Snapper,A,18,NA
32,85,Yellowtail Snapper,A,18,NA
32,85,Yellowtail Snapper,A,18,NA
32,85,Yellowtail Snapper,A,19,NA
32,85,Yellowtail Snapper,A,19,NA
32,85,Yellowtail Snapper,A,20,NA
32,85,Yellowtail Snapper,A,20,NA
32,85,Yellowtail Snapper,A,22,NA
32,86,Blue Tang,A,17,NA
32,86,Caesar Grunt,A,20,NA
32,86,French Angelfish,A,22,NA
32,86,French Grunt,A,19,NA
32,86,French Grunt,A,16,NA
32,86,Queen Parrotfish,A,28,NA
32,86,Rainbow Parrotfish,A,42,NA
32,86,Redband Parrotfish,A,25,NA
32,86,Sailors Choice,A,29,NA
32,86,Schoolmaster,A,19,NA
32,86,Spanish Grunt,A,27,NA
32,86,Spanish Hogfish,A,23,NA
32,86,Stoplight Parrotfish,A,26,NA
32,86,Topsail chub,A,31,NA
32,86,White Grunt,A,19,NA
32,86,Yellowtail Parrotfish,A,35,NA
32,86,Yellowtail Parrotfish,A,35,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Bar Jack,A,36,NA
32,92,Yellow Stingray,A,26,NA
33,3,Blue Parrotfish,A,29,NA
33,3,Midnight Parrotfish,A,38,NA
33,3,Midnight Parrotfish,A,35,NA
33,3,Stoplight Parrotfish,A,32,NA
33,3,Stoplight Parrotfish,A,28,NA
33,4,Blue Tang,A,16,NA
33,4,Redband Parrotfish,I,22,NA
33,4,Redband Parrotfish,I,24,NA
33,4,Scrawled Cowfish,A,31,NA
33,4,Stoplight Parrotfish,I,24,NA
33,4,White Grunt,A,26,NA
33,4,Yellowtail Parrotfish,A,35,NA
33,9,Blue Tang,A,18,NA
33,9,Bluestriped Grunt,A,17,NA
33,9,French Grunt,A,22,NA
33,9,Nurse Shark,A,66,NA
33,10,Stoplight Parrotfish,J,14,NA
33,10,White Grunt,A,22,NA
33,15,Redband Parrotfish,A,20,NA
33,15,Redband Parrotfish,I,15,NA
33,15,Spanish Hogfish,A,25,NA
33,15,Yellowtail Parrotfish,I,20,NA
33,16,Blue Tang,A,18,NA
33,16,Blue Tang,A,18,NA
33,16,Redtail Parrotfish,A,30,NA
33,16,Trunkfish,A,22,NA
33,21,Blue Tang,A,21,NA
33,21,Blue Tang,A,22,NA
33,21,French Grunt,A,23,NA
33,21,Graysby,A,20,NA
33,21,Redband Parrotfish,I,20,NA
33,22,Porkfish,A,23,NA
33,22,Smooth Trunkfish,A,19,NA
33,22,Spanish Hogfish,A,25,NA
33,27,Harlequin Bass,A,15,NA
33,27,Redband Parrotfish,A,19,NA
33,28,Orangespotted Filefish,A,20,NA
33,28,Redband Parrotfish,I,16,NA
33,28,Redband Parrotfish,I,20,NA
33,28,White Grunt,A,22,NA
33,28,Yellowtail Parrotfish,I,22,NA
33,33,Blue Parrotfish,A,34,NA
33,33,Ocean Surgeonfish,A,21,NA
33,33,Yellowtail Snapper,A,22,NA
33,34,French Grunt,A,21,NA
33,34,Schoolmaster,A,26,NA
33,34,Stoplight Parrotfish,A,28,NA
33,34,White Grunt,A,14,NA
33,34,Yellowtail Parrotfish,I,24,NA
33,34,Yellowtail Parrotfish,I,26,NA
33,34,Yellowtail Snapper,A,17,NA
33,39,Bar Jack,A,34,NA
33,39,Blue Tang,A,21,NA
33,39,Blue Tang,A,21,NA
33,40,Blue Tang,A,25,NA
33,40,Redband Parrotfish,I,16,NA
33,40,Stoplight Parrotfish,J,14,NA
33,40,Yellowtail Snapper,A,22,NA
33,45,Blue Tang,A,22,NA
33,45,Blue Tang,A,26,NA
33,45,Redtail Parrotfish,A,32,NA
33,45,Stoplight Parrotfish,I,14,NA
33,46,Black Margate,A,32,NA
33,46,Bluestriped Grunt,A,29,NA
33,46,Mahogany Snapper,A,47,NA
33,46,Queen Angelfish,J,19,NA
33,46,Schoolmaster,A,25,NA
33,46,Schoolmaster,A,25,NA
33,46,Schoolmaster,A,25,NA
33,46,Scrawled Filefish,A,42,NA
33,46,Spanish Grunt,A,38,NA
33,46,Yellowtail Snapper,A,22,NA
33,46,Yellowtail Snapper,A,23,NA
33,51,French Angelfish,A,30,NA
33,51,Redtail Parrotfish,A,34,NA
33,51,Stoplight Parrotfish,J,13,NA
33,52,Barracuda,A,65,NA
33,52,Blue Tang,A,14,NA
33,52,Doctorfish,A,19,NA
33,52,Rainbow Parrotfish,A,61,NA
33,52,Redband Parrotfish,I,19,NA
33,52,Stoplight Parrotfish,A,27,transit
33,52,Yellowtail Parrotfish,I,26,NA
33,52,Yellowtail Snapper,A,20,NA
33,52,Yellowtail Snapper,A,20,NA
33,57,Blue Tang,A,26,NA
33,57,Blue Tang,A,22,NA
33,57,Blue Tang,A,21,NA
33,57,Blue Tang,A,14,NA
33,57,French Grunt,A,19,NA
33,57,Graysby,A,23,transit
33,57,Redband Parrotfish,A,22,NA
33,57,Redband Parrotfish,I,18,NA
33,57,Stoplight Parrotfish,I,24,NA
33,57,Stoplight Parrotfish,I,23,NA
33,57,Stoplight Parrotfish,A,27,NA
33,57,White Grunt,A,18,NA
33,57,Yellowtail Parrotfish,A,30,NA
33,57,Yellowtail Parrotfish,I,26,NA
33,58,Doctorfish,A,25,NA
33,58,Ocean Surgeonfish,A,21,NA
33,58,Redband Parrotfish,I,19,NA
33,58,Redtail Parrotfish,A,27,NA
33,58,Stoplight Parrotfish,A,21,NA
33,58,Yellowtail Snapper,A,20,NA
33,63,Black Grouper,A,43,NA
33,63,Blue Tang,A,21,NA
33,63,Hogfish,J,19,NA
33,63,Redband Parrotfish,I,22,NA
33,63,Redband Parrotfish,I,22,NA
33,63,Stoplight Parrotfish,A,35,NA
33,63,Yellowtail Parrotfish,I,28,NA
33,63,Yellowtail Parrotfish,I,28,transit
33,63,Yellowtail Snapper,A,17,NA
33,64,Blue Parrotfish,A,33,NA
33,64,Doctorfish,A,28,NA
33,64,Ocean Surgeonfish,A,17,NA
33,64,Schoolmaster,A,24,transit
33,64,Schoolmaster,A,20,NA
33,64,Stoplight Parrotfish,A,31,NA
33,64,Stoplight Parrotfish,I,32,NA
33,64,Stoplight Parrotfish,I,23,NA
33,64,Yellowtail Parrotfish,I,27,NA
33,64,Yellowtail Snapper,A,26,NA
33,69,Blue Tang,A,28,NA
33,69,Redband Parrotfish,A,25,NA
33,69,Stoplight Parrotfish,I,31,NA
33,69,Striped Parrotfish,A,16,NA
33,70,Redband Parrotfish,I,20,NA
33,70,Yellowtail Damselfish,A,16,NA
33,70,Yellowtail Parrotfish,A,34,NA
33,70,Yellowtail Parrotfish,A,35,NA
33,75,Balloonfish,A,17,NA
33,75,Redband Parrotfish,A,25,NA
33,75,Spanish Hogfish,A,17,NA
33,75,White Grunt,A,21,NA
33,76,Bluestriped Grunt,A,27,NA
33,76,Redband Parrotfish,A,23,NA
33,76,Redband Parrotfish,A,23,NA
33,81,French Grunt,A,22,NA
33,81,Redband Parrotfish,A,23,NA
33,82,Redband Parrotfish,A,24,NA
33,82,Stoplight Parrotfish,J,16,NA
33,87,French Angelfish,A,31,NA
33,93,Blue Parrotfish,I,28,NA
33,93,Bluestriped Grunt,A,27,NA
33,93,French Grunt,A,22,NA
33,93,French Grunt,A,21,NA
33,93,French Grunt,A,22,NA
33,93,Redband Parrotfish,I,22,NA
33,93,Redband Parrotfish,A,22,NA
33,93,Yellowtail Snapper,A,20,NA
33,93,Yellowtail Snapper,A,17,NA
33,94,Blue Tang,A,23,NA
33,94,Yellowtail Parrotfish,A,36,NA
34,5,Blue Tang,A,17,NA
34,5,French Grunt,A,16,NA
34,5,Ocean Surgeonfish,A,16,NA
34,5,Redband Parrotfish,A,17,NA
34,5,White Grunt,A,20,NA
34,5,Yellowtail Parrotfish,A,33,NA
34,5,Yellowtail Snapper,A,15,NA
34,5,Yellowtail Snapper,A,16,NA
34,5,Yellowtail Snapper,A,17,NA
34,6,Redband Parrotfish,I,18,NA
34,6,Redband Parrotfish,I,19,NA
34,6,Redband Parrotfish,A,20,NA
34,6,Stoplight Parrotfish,A,31,NA
34,6,Stoplight Parrotfish,I,23,NA
34,6,Stoplight Parrotfish,I,7,NA
34,11,Ocean Surgeonfish,A,15,NA
34,11,Ocean Surgeonfish,A,16,NA
34,11,Redband Parrotfish,I,13,NA
34,12,Blue Tang,A,15,NA
34,12,Redband Parrotfish,A,20,NA
34,12,Redband Parrotfish,I,19,NA
34,12,Yellowtail Snapper,A,16,NA
34,17,Redband Parrotfish,A,19,NA
34,18,Redband Parrotfish,I,18,NA
34,18,Redband Parrotfish,I,16,NA
34,23,Midnight Parrotfish,A,35,NA
34,23,Midnight Parrotfish,A,42,NA
34,23,Redband Parrotfish,I,18,NA
34,23,Redband Parrotfish,I,20,NA
34,23,Stoplight Parrotfish,A,33,NA
34,23,Yellowtail Parrotfish,A,35,NA
34,23,Yellowtail Snapper,A,17,NA
34,24,Redband Parrotfish,A,20,NA
34,29,Ocean Surgeonfish,A,16,NA
34,29,Schoolmaster,A,22,NA
34,29,Striped Parrotfish,I,8,NA
34,30,Blue Tang,A,15,NA
34,30,Mutton Snapper,A,55,NA
34,30,Redband Parrotfish,I,18,NA
34,30,Spotted Trunkfish,A,31,NA
34,30,Stoplight Parrotfish,A,26,NA
34,30,Yellowtail Snapper,A,16,NA
34,35,French Grunt,A,16,NA
34,35,Redband Parrotfish,I,19,NA
34,35,Stoplight Parrotfish,A,38,NA
34,35,Yellowtail Parrotfish,I,17,NA
34,35,Yellowtail Snapper,A,16,NA
34,35,Yellowtail Snapper,A,17,NA
34,35,Yellowtail Snapper,A,15,NA
34,36,Blue Tang,A,15,NA
34,36,French Angelfish,A,32,NA
34,36,French Grunt,A,16,NA
34,36,Ocean Surgeonfish,A,17,NA
34,36,Ocean Surgeonfish,A,15,NA
34,36,Queen Parrotfish,I,16,NA
34,36,Redband Parrotfish,I,16,NA
34,36,Stoplight Parrotfish,A,22,NA
34,36,Stoplight Parrotfish,A,20,NA
34,36,Yellowtail Snapper,A,18,NA
34,36,Yellowtail Snapper,A,15,NA
34,41,Blue Tang,A,15,NA
34,41,Ocean Surgeonfish,A,18,NA
34,41,Redband Parrotfish,I,9,NA
34,42,Bar Jack,A,17,NA
34,42,Bermuda Chub,A,27,NA
34,42,Bermuda Chub,A,30,NA
34,42,Redband Parrotfish,A,21,NA
34,42,Redband Parrotfish,I,19,NA
34,42,Smooth Trunkfish,A,19,NA
34,42,Stoplight Parrotfish,A,28,NA
34,42,Striped Parrotfish,I,7,NA
34,42,Striped Parrotfish,I,9,NA
34,42,Striped Parrotfish,I,10,NA
34,42,Yellowtail Parrotfish,I,17,NA
34,47,Gray Angelfish,A,25,NA
34,47,Queen Parrotfish,A,26,NA
34,47,Redband Parrotfish,I,20,NA
34,47,Yellowtail Snapper,A,17,NA
34,48,Blue Tang,A,16,NA
34,48,Bluestriped Grunt,A,24,NA
34,48,French Grunt,A,17,NA
34,48,French Grunt,A,15,NA
34,48,Porkfish,A,18,NA
34,48,Redband Parrotfish,A,10,NA
34,48,Redtail Parrotfish,A,28,NA
34,48,Stoplight Parrotfish,A,22,NA
34,48,Stoplight Parrotfish,A,27,NA
34,48,White Grunt,A,19,NA
34,53,Blue Tang,A,16,NA
34,53,Ocean Surgeonfish,A,16,NA
34,53,Ocean Surgeonfish,A,17,NA
34,53,Redband Parrotfish,I,18,NA
34,54,Midnight Parrotfish,A,35,transit
34,54,Midnight Parrotfish,A,36,transit
34,54,Midnight Parrotfish,A,37,transit
34,54,Midnight Parrotfish,A,38,transit
34,54,Midnight Parrotfish,A,39,transit
34,54,Midnight Parrotfish,A,40,transit
34,54,Midnight Parrotfish,A,41,transit
34,54,Midnight Parrotfish,A,42,transit
34,54,Midnight Parrotfish,A,43,transit
34,54,Midnight Parrotfish,A,44,transit
34,54,Midnight Parrotfish,A,45,transit
34,54,Midnight Parrotfish,A,46,transit
34,54,Midnight Parrotfish,A,47,transit
34,54,Midnight Parrotfish,A,48,transit
34,54,Midnight Parrotfish,A,49,transit
34,54,Midnight Parrotfish,A,50,transit
34,54,Midnight Parrotfish,A,51,transit
34,54,Midnight Parrotfish,A,52,transit
34,54,Midnight Parrotfish,A,53,transit
34,54,Midnight Parrotfish,A,54,transit
34,54,Midnight Parrotfish,A,55,transit
34,54,Midnight Parrotfish,A,45,transit
34,54,Midnight Parrotfish,A,46,transit
34,54,Midnight Parrotfish,A,44,transit
34,54,Midnight Parrotfish,A,47,transit
34,54,Midnight Parrotfish,A,43,transit
34,54,Midnight Parrotfish,A,42,transit
34,54,Midnight Parrotfish,A,48,transit
34,54,Midnight Parrotfish,A,45,transit
34,54,Rainbow Parrotfish,A,38,transit
34,54,Rainbow Parrotfish,A,45,transit
34,59,Blue Tang,A,16,NA
34,59,Redtail Parrotfish,A,33,transit
34,59,Stoplight Parrotfish,A,32,transit
34,59,Yellowtail Snapper,A,18,transit
34,59,Yellowtail Snapper,A,18,transit
34,59,Yellowtail Snapper,A,16,transit
34,59,Yellowtail Snapper,A,17,transit
34,60,French Grunt,A,15,transit
34,60,French Grunt,A,16,transit
34,60,French Grunt,A,16,transit
34,60,French Grunt,A,17,transit
34,60,French Grunt,A,15,transit
34,60,French Grunt,A,16,transit
34,60,French Grunt,A,16,transit
34,60,French Grunt,A,17,transit
34,60,French Grunt,A,16,transit
34,60,French Grunt,A,16,transit
34,60,Ocean Surgeonfish,A,18,transit
34,60,Redband Parrotfish,I,21,transit
34,60,Redtail Parrotfish,A,22,transit
34,60,Scrawled Filefish,A,36,transit
34,60,Stoplight Parrotfish,A,31,transit
34,60,Stoplight Parrotfish,A,25,transit
34,65,Redband Parrotfish,I,21,transit
34,65,Redband Parrotfish,I,13,transit
34,65,Redband Parrotfish,I,18,transit
34,65,Redband Parrotfish,A,20,NA
34,65,Redtail Parrotfish,A,23,transit
34,65,Stoplight Parrotfish,A,22,transit
34,65,Topsail chub,A,24,NA
34,65,White Grunt,A,22,transit
34,65,Yellowtail Parrotfish,I,18,transit
34,65,Yellowtail Parrotfish,A,33,transit
34,65,Yellowtail Snapper,A,19,transit
34,72,Black Margate,A,30,NA
34,72,Blue Tang,A,15,NA
34,72,Ocean Surgeonfish,A,17,NA
34,72,Stoplight Parrotfish,A,28,NA
34,72,Yellowtail Parrotfish,A,38,NA
34,72,Yellowtail Parrotfish,A,42,NA
34,72,Yellowtail Snapper,A,17,NA
34,72,Yellowtail Snapper,A,16,NA
34,77,Blue Tang,A,17,NA
34,77,French Grunt,A,16,NA
34,77,Gray Angelfish,A,26,NA
34,77,Hogfish,I,32,NA
34,77,Ocean Surgeonfish,A,16,NA
34,77,Ocean Surgeonfish,A,17,NA
34,77,Queen Parrotfish,I,17,NA
34,77,Redband Parrotfish,I,18,NA
34,77,Redband Parrotfish,I,20,NA
34,78,Blue Tang,A,17,NA
34,78,Redband Parrotfish,A,19,NA
34,78,Stoplight Parrotfish,A,23,NA
34,78,Yellowtail Parrotfish,A,19,NA
34,83,Bluestriped Grunt,A,27,NA
34,83,Redband Parrotfish,I,19,NA
34,83,Redband Parrotfish,A,22,NA
34,83,Redband Parrotfish,A,20,NA
34,83,Redband Parrotfish,A,20,NA
34,83,Yellowtail Parrotfish,A,35,NA
34,83,Yellowtail Snapper,A,24,NA
34,84,Blue Tang,A,16,NA
34,84,Ocean Surgeonfish,A,15,NA
34,84,Orangespotted Filefish,A,17,NA
34,89,Bluestriped Grunt,A,23,NA
34,89,Doctorfish,A,32,NA
34,89,White Grunt,A,22,NA
34,89,Yellowtail Parrotfish,I,28,NA
34,89,Yellowtail Parrotfish,A,32,NA
34,89,Yellowtail Parrotfish,A,33,NA
34,89,Yellowtail Snapper,A,17,NA
34,89,Yellowtail Snapper,A,18,NA
34,90,Blue Tang,A,15,NA
34,90,Redband Parrotfish,A,21,NA
34,90,Redband Parrotfish,I,17,NA
34,90,Redband Parrotfish,I,12,NA
34,90,Redband Parrotfish,I,8,NA
34,90,Stoplight Parrotfish,I,22,NA
34,90,Tarpon,A,135,NA
34,95,Yellowtail Parrotfish,A,26,NA
34,96,Blue Tang,A,16,NA
34,96,Yellowtail Snapper,A,15,NA
35,1,Redband Parrotfish,A,19,NA
35,1,Redband Parrotfish,I,16,NA
35,2,Graysby,A,15,NA
35,2,Redband Parrotfish,I,16,NA
35,2,Redband Parrotfish,I,16,NA
35,2,Yellowtail Snapper,I,26,NA
35,2,Yellowtail Snapper,A,20,NA
35,7,Yellowtail Snapper,A,33,NA
35,8,Redband Parrotfish,I,15,NA
35,8,Redband Parrotfish,I,15,NA
35,8,Redband Parrotfish,I,15,NA
35,8,Redband Parrotfish,I,15,NA
35,8,Redband Parrotfish,I,16,NA
35,8,Redband Parrotfish,A,20,NA
35,13,Stoplight Parrotfish,A,28,NA
35,13,White Grunt,A,24,NA
35,13,Yellowtail Parrotfish,A,27,NA
35,13,Yellowtail Snapper,A,17,NA
35,14,Blue Parrotfish,J,16,NA
35,14,Bluestriped Grunt,A,22,NA
35,14,French Grunt,A,16,NA
35,14,Redband Parrotfish,I,18,NA
35,14,Redband Parrotfish,I,17,NA
35,14,Redband Parrotfish,I,17,NA
35,14,Redband Parrotfish,I,16,NA
35,14,Redband Parrotfish,A,17,NA
35,14,Stoplight Parrotfish,I,17,NA
35,14,Stoplight Parrotfish,I,18,NA
35,14,Stoplight Parrotfish,I,19,NA
35,14,Stoplight Parrotfish,I,19,NA
35,14,Stoplight Parrotfish,I,18,NA
35,14,Stoplight Parrotfish,I,15,NA
35,14,Yellowtail Parrotfish,I,26,NA
35,14,Yellowtail Snapper,A,23,NA
35,19,White Grunt,A,22,NA
35,19,Yellowtail Parrotfish,A,32,NA
35,19,Yellowtail Parrotfish,I,26,NA
35,20,Blue Tang,A,17,NA
35,20,Bluestriped Grunt,A,20,NA
35,20,Rainbow Parrotfish,A,43,NA
35,20,Rainbow Parrotfish,A,44,NA
35,25,Redband Parrotfish,A,20,NA
35,25,Redband Parrotfish,I,16,NA
35,25,Redband Parrotfish,I,17,NA
35,25,Yellowtail Parrotfish,I,27,NA
35,26,Bermuda Chub,A,26,NA
35,26,Blue Tang,A,17,NA
35,26,Graysby,A,17,NA
35,26,Smooth Trunkfish,A,18,NA
35,26,Stoplight Parrotfish,A,31,NA
35,31,Blue Tang,A,15,NA
35,31,French Angelfish,A,24,NA
35,31,Ocean Surgeonfish,A,16,NA
35,31,Redband Parrotfish,A,26,NA
35,32,Queen Angelfish,A,23,NA
35,32,Yellowtail Snapper,A,18,NA
35,37,Blue Tang,A,16,NA
35,37,Redband Parrotfish,I,15,NA
35,37,Saucereye Porgy,A,22,NA
35,38,White Grunt,A,23,NA
35,43,Blue Tang,A,15,NA
35,43,French Grunt,A,16,NA
35,43,Redband Parrotfish,A,20,NA
35,43,White Grunt,A,20,NA
35,43,Yellowtail Parrotfish,I,29,NA
35,43,Yellowtail Parrotfish,I,27,NA
35,44,Blue Tang,A,16,NA
35,44,Bluestriped Grunt,A,18,NA
35,44,French Grunt,A,16,NA
35,44,French Grunt,A,17,NA
35,44,French Grunt,A,17,NA
35,44,Mahogany Snapper,I,16,NA
35,44,Mahogany Snapper,I,16,NA
35,44,Mahogany Snapper,I,17,NA
35,44,Mahogany Snapper,I,17,NA
35,44,Mahogany Snapper,I,17,NA
35,44,Mahogany Snapper,I,18,NA
35,44,Mahogany Snapper,I,18,NA
35,44,Mahogany Snapper,A,30,NA
35,44,Porkfish,A,18,NA
35,44,Redband Parrotfish,I,17,NA
35,44,Redband Parrotfish,I,18,NA
35,44,Redband Parrotfish,A,23,NA
35,44,Schoolmaster,A,20,NA
35,44,Stoplight Parrotfish,A,33,NA
35,44,Stoplight Parrotfish,I,17,NA
35,44,White Grunt,A,17,NA
35,44,Yellowtail Parrotfish,A,27,NA
35,44,Yellowtail Parrotfish,A,26,NA
35,44,Yellowtail Parrotfish,A,29,NA
35,49,Blue Tang,A,16,NA
35,49,Blue Tang,A,23,NA
35,49,Blue Tang,A,16,NA
35,49,Blue Tang,A,18,NA
35,49,Bluestriped Grunt,A,25,NA
35,49,French Grunt,A,16,NA
35,49,French Grunt,A,15,NA
35,49,Princess Parrotfish,A,34,NA
35,49,Redband Parrotfish,I,17,NA
35,49,Redband Parrotfish,I,15,NA
35,49,Redband Parrotfish,I,16,NA
35,49,Redband Parrotfish,I,16,NA
35,49,Stoplight Parrotfish,A,33,NA
35,49,Stoplight Parrotfish,A,29,NA
35,49,White Grunt,A,22,NA
35,49,Yellowtail Parrotfish,A,34,NA
35,49,Yellowtail Parrotfish,A,36,NA
35,50,Redband Parrotfish,I,16,NA
35,50,Stoplight Parrotfish,I,28,NA
35,50,Yellowtail Parrotfish,A,33,NA
35,50,Yellowtail Parrotfish,I,27,NA
35,55,Bermuda Chub,A,25,NA
35,55,Green Moray,A,153,NA
35,55,Mahogany Snapper,A,27,NA
35,55,Stoplight Parrotfish,A,29,NA
35,56,Black Grouper,A,32,NA
35,56,Redband Parrotfish,A,25,NA
35,56,Yellowtail Snapper,A,21,NA
35,61,Blue Tang,A,17,NA
35,61,French Grunt,A,15,NA
35,61,French Grunt,A,16,NA
35,61,Ocean Surgeonfish,A,18,NA
35,61,Schoolmaster,A,20,NA
35,61,Stoplight Parrotfish,A,29,NA
35,61,Stoplight Parrotfish,I,25,NA
35,61,Stoplight Parrotfish,I,26,NA
35,61,Stoplight Parrotfish,I,24,NA
35,61,Stoplight Parrotfish,I,25,NA
35,61,Stoplight Parrotfish,I,24,NA
35,61,White Grunt,A,26,NA
35,62,French Grunt,A,16,NA
35,62,Mahogany Snapper,A,22,NA
35,62,Mahogany Snapper,A,24,NA
35,62,Redband Parrotfish,I,18,NA
35,62,Redband Parrotfish,I,19,NA
35,62,Redband Parrotfish,A,26,NA
35,62,Redband Parrotfish,A,25,NA
35,62,Stoplight Parrotfish,I,27,NA
35,62,Stoplight Parrotfish,I,25,NA
35,62,Yellowtail Parrotfish,I,26,NA
35,62,Yellowtail Snapper,A,17,NA
35,67,Blue Tang,A,17,NA
35,67,Blue Tang,A,17,NA
35,67,Blue Tang,A,17,NA
35,67,Bluestriped Grunt,A,27,NA
35,67,French Grunt,A,17,NA
35,67,French Grunt,A,16,NA
35,67,Gray Angelfish,A,27,NA
35,67,Porkfish,A,23,NA
35,67,Porkfish,A,22,NA
35,67,Spanish Grunt,A,30,NA
35,67,White Grunt,A,25,NA
35,67,Yellowtail Parrotfish,A,26,NA
35,67,Yellowtail Snapper,A,18,NA
35,68,French Grunt,A,16,NA
35,68,Queen Angelfish,A,17,NA
35,68,Redband Parrotfish,I,17,NA
35,68,Stoplight Parrotfish,I,29,NA
35,68,Stoplight Parrotfish,I,24,NA
35,68,Stoplight Parrotfish,I,25,NA
35,68,Yellowtail Parrotfish,I,26,NA
35,73,Blue Tang,A,15,NA
35,73,Bluestriped Grunt,A,28,NA
35,73,French Grunt,A,16,NA
35,73,French Grunt,A,17,NA
35,73,White Grunt,A,24,NA
35,74,French Angelfish,A,23,NA
35,74,French Grunt,A,15,NA
35,74,Yellowtail Parrotfish,A,36,NA
35,79,French Angelfish,A,21,NA
35,79,Queen Angelfish,A,35,NA
35,79,Schoolmaster,A,20,NA
35,79,Striped Parrotfish,A,15,NA
35,80,Blue Tang,A,16,NA
35,80,Bluestriped Grunt,A,29,NA
35,80,French Grunt,A,17,NA
35,80,French Grunt,A,18,NA
35,80,Mahogany Snapper,A,22,NA
35,80,Puddingwife,J,15,NA
35,80,Redband Parrotfish,A,25,NA
35,80,Schoolmaster,A,23,NA
35,80,Stoplight Parrotfish,I,22,NA
35,80,Yellowtail Parrotfish,I,29,NA
35,85,French Angelfish,A,21,NA
35,85,French Grunt,A,16,NA
35,85,French Grunt,A,15,NA
35,85,Ocean Surgeonfish,A,18,NA
35,85,Ocean Surgeonfish,A,15,NA
35,85,Redband Parrotfish,I,16,NA
35,85,Redband Parrotfish,I,16,NA
35,85,Redband Parrotfish,A,20,NA
35,85,Stoplight Parrotfish,I,17,NA
35,86,Blue Tang,A,16,NA
35,86,Ocean Surgeonfish,A,18,NA
35,86,Redband Parrotfish,A,18,NA
35,86,Redband Parrotfish,A,17,NA
35,86,Stoplight Parrotfish,A,32,NA
35,86,Stoplight Parrotfish,I,17,NA
35,86,White Grunt,A,27,NA
35,91,Blue Tang,A,15,NA
35,91,Puddingwife,I,15,NA
35,92,Blue Tang,A,16,NA
35,92,Ocean Surgeonfish,A,15,NA
35,92,Redband Parrotfish,I,15,NA
35,92,Redband Parrotfish,I,17,NA
35,92,White Grunt,A,21,NA
36,3,Bar Jack,A,24,transit
36,3,Bar Jack,A,27,transit
36,3,Bar Jack,A,29,transit
36,3,Bar Jack,A,31,transit
36,3,Bar Jack,A,32,transit
36,3,Blue Tang,A,18,NA
36,3,Blue Tang,A,19,NA
36,3,Stoplight Parrotfish,I,17,NA
36,3,White Grunt,A,23,NA
36,4,Black Margate,A,32,NA
36,4,Black Margate,A,35,NA
36,4,Blue Tang,A,22,NA
36,4,Blue Tang,A,24,NA
36,4,Blue Tang,A,20,NA
36,4,Bluestriped Grunt,A,23,NA
36,4,Bluestriped Grunt,A,26,NA
36,4,Bluestriped Grunt,A,22,NA
36,4,French Grunt,A,21,NA
36,4,French Grunt,A,20,NA
36,4,Grey Snapper,A,44,NA
36,4,Highhat,A,18,NA
36,4,Hogfish,A,29,NA
36,4,Mahogany Snapper,A,28,NA
36,4,Mahogany Snapper,A,46,NA
36,4,Spanish Grunt,A,24,NA
36,4,White Grunt,A,29,NA
36,4,White Grunt,A,28,NA
36,4,Yellowtail Parrotfish,I,31,NA
36,9,French Angelfish,A,26,transit
36,10,Bluestriped Grunt,A,23,NA
36,10,French Grunt,A,20,NA
36,10,Yellowtail Parrotfish,A,28,transit
36,10,Yellowtail Parrotfish,I,27,NA
36,10,Yellowtail Parrotfish,I,28,NA
36,15,Bluestriped Grunt,A,25,NA
36,15,Bluestriped Grunt,A,25,NA
36,15,Bluestriped Grunt,A,25,NA
36,15,Bluestriped Grunt,A,25,NA
36,15,Redband Parrotfish,I,19,NA
36,15,White Grunt,A,24,NA
36,15,White Grunt,A,24,NA
36,15,White Grunt,A,24,NA
